item_id,order_id,item_name,quantity,unit_price
4529,3047,Margherita Pizza,1,367.61
4530,3048,Garlic Bread,1,126.71
4531,3048,Pasta Alfredo,1,326.81
4532,3049,Veg Fried Rice,1,170.29
4533,3049,Spring Rolls,1,154.8
4534,3049,Chicken Manchurian,2,239.63
4535,3049,Hakka Noodles,1,186.66
4536,3050,Pasta,2,280.84
4537,3050,Grilled Sandwich,2,164.25
4538,3050,Caesar Salad,2,235.09
4539,3050,Mushroom Soup,2,145.63
4540,3051,Paneer Roll,1,147.73
4541,3051,Chicken Roll,3,188.59
4542,3052,Vada Pav,2,40.96
4543,3053,Samosa,1,31.2
4544,3053,Namkeen,1,65.38
4545,3053,Pakoda,1,92.83
4546,3053,Dhokla,3,80.53
4547,3054,Cheese Burger,2,235.81
4548,3055,Cheesecake,1,240.58
4549,3056,Hot Dog,3,191.06
4550,3056,Fries,2,111.54
4551,3056,Cheeseburger,1,266.1
4552,3057,Onion Rings,2,140.11
4553,3057,Fries,2,130.32
4554,3057,Hot Dog,1,195.85
4555,3058,Paneer Tikka,2,284.79
4556,3058,Roti,1,26.32
4557,3059,Ramen,1,348.69
4558,3059,Sushi Platter,1,679.05
4559,3059,Miso Soup,3,116.35
4560,3059,Tempura,1,404.55
4561,3060,Chicken Biryani,2,228.52
4562,3060,Mutton Biryani,1,289.49
4563,3061,Miso Soup,1,127.88
4564,3061,Ramen,3,354.42
4565,3062,Kachori,1,32.44
4566,3062,Samosa,1,32.93
4567,3063,Sushi Platter,1,672.12
4568,3063,Tempura,1,410.61
4569,3063,Ramen,1,369.99
4570,3063,Dragon Roll,2,383.02
4571,3064,Masala Chai,2,36.42
4572,3064,Fresh Juice,2,90.61
4573,3065,Veg Biryani,1,168.63
4574,3065,Chicken Biryani,1,202.14
4575,3066,Pasta,3,325.07
4576,3066,Caesar Salad,2,240.48
4577,3067,Caesar Salad,1,220.96
4578,3068,Cold Coffee,2,141.46
4579,3068,Fresh Juice,1,95.23
4580,3069,Sev Puri,1,97.65
4581,3069,Bhel Puri,3,73.29
4582,3070,Cheesecake,3,235.49
4583,3070,Ice Cream,3,115.95
4584,3071,Butter Chicken,1,340.33
4585,3071,Naan,2,41.07
4586,3072,Masala Chai,2,37.58
4587,3072,Mojito,1,155.44
4588,3073,Pani Puri,1,65.25
4589,3073,Bhel Puri,3,85.35
4590,3074,Veg Fried Rice,2,194.04
4591,3075,Samosa,1,30.99
4592,3075,Dhokla,1,76.52
4593,3076,Farmhouse,2,402.34
4594,3077,Samosa,1,30.67
4595,3077,Dhokla,1,81.44
4596,3078,Gulab Jamun,2,96.91
4597,3078,Ice Cream,1,124.05
4598,3078,Cheesecake,1,204.75
4599,3079,Caesar Salad,1,198.84
4600,3079,Mushroom Soup,1,135.67
4601,3079,Pasta,1,272.08
4602,3080,Brownie,2,162.23
4603,3080,Gulab Jamun,2,83.14
4604,3080,Ice Cream,1,121.06
4605,3081,Grilled Sandwich,1,167.3
4606,3081,Caesar Salad,2,210.52
4607,3082,Farmhouse,3,365.42
4608,3082,Chicken Supreme,1,540.2
4609,3082,Garlic Bread,1,128.31
4610,3083,Sushi Platter,3,655.44
4611,3084,Samosa,1,29.38
4612,3084,Namkeen,1,57.19
4613,3084,Dhokla,2,75.09
4614,3085,Dhokla,3,85.67
4615,3085,Namkeen,1,63.69
4616,3086,BBQ Wings,2,311.64
4617,3086,Fries,1,112.48
4618,3087,Cheeseburger,1,237.16
4619,3088,Coke,3,77.67
4620,3088,Chicken Burger,1,180.11
4621,3089,Mutton Biryani,1,310.5
4622,3090,Raita,2,43.58
4623,3090,Mutton Biryani,3,308.17
4624,3091,Kachori,3,36.64
4625,3092,Rumali Roti,2,33.96
4626,3092,Korma,1,270.54
4627,3093,Salan,2,58.55
4628,3093,Mutton Biryani,1,316.88
4629,3094,Veg Roll,1,99.11
4630,3095,Pakoda,1,85.49
4631,3095,Namkeen,3,55.52
4632,3096,Pani Puri,1,62.69
4633,3096,Pav Bhaji,1,142.9
4634,3096,Vada Pav,1,43.08
4635,3097,Uttapam,2,117.1
4636,3097,Filter Coffee,2,51.08
4637,3097,Upma,2,73.96
4638,3098,Pani Puri,1,62.61
4639,3098,Pav Bhaji,1,134.51
4640,3099,Lasagna,1,414.92
4641,3100,Samosa,3,31.09
4642,3100,Kachori,1,32.48
4643,3100,Dhokla,1,83.43
4644,3101,Sushi Platter,3,692.18
4645,3101,Ramen,1,382.57
4646,3101,Miso Soup,1,110.14
4647,3101,Dragon Roll,2,416.85
4648,3102,Tempura,2,421.76
4649,3102,Dragon Roll,1,358.58
4650,3103,Bhel Puri,1,87.69
4651,3103,Pani Puri,1,58.17
4652,3103,Sev Puri,1,84.64
4653,3104,Pakoda,1,81.99
4654,3104,Samosa,3,29.23
4655,3105,Miso Soup,2,125.91
4656,3105,Dragon Roll,3,400.92
4657,3106,Dragon Roll,2,364.91
4658,3106,Sushi Platter,3,708.26
4659,3107,Tempura,1,445.57
4660,3107,Sushi Platter,1,667.1
4661,3108,Brownie,2,148.33
4662,3108,Rasmalai,2,109.2
4663,3109,Lasagna,2,364.45
4664,3109,Pasta Alfredo,1,294.45
4665,3110,Garlic Bread,1,148.41
4666,3111,Raita,1,42.82
4667,3111,Chicken Biryani,2,206.47
4668,3111,Mutton Biryani,2,293.6
4669,3111,Veg Biryani,1,163.78
4670,3112,Mutton Biryani,1,331.98
4671,3112,Korma,3,308.18
4672,3113,Masala Dosa,1,143.63
4673,3113,Filter Coffee,2,53.74
4674,3114,Tempura,2,452.36
4675,3114,Sushi Platter,1,610.12
4676,3115,Sev Puri,2,98.95
4677,3116,Grilled Sandwich,3,175.54
4678,3116,Mushroom Soup,1,136.11
4679,3116,Club Sandwich,2,255.6
4680,3117,Mojito,1,172.22
4681,3118,Miso Soup,1,117.16
4682,3119,Pav Bhaji,3,141.49
4683,3119,Bhel Puri,1,83.82
4684,3120,Chicken Supreme,1,527.87
4685,3120,Garlic Bread,1,129.2
4686,3121,Caesar Salad,2,214.68
4687,3121,Club Sandwich,1,242.39
4688,3122,Vada Pav,3,37.67
4689,3122,Pani Puri,1,56.45
4690,3123,Veg Burger,2,113.45
4691,3124,Paneer Tikka,1,237.19
4692,3125,Margherita Pizza,2,324.39
4693,3125,Pasta Alfredo,2,327.82
4694,3126,Sheekh Kebab,2,241.23
4695,3126,Korma,1,272.75
4696,3127,Hot Dog,1,180.21
4697,3127,Cheeseburger,1,260.79
4698,3128,Bhel Puri,2,81.68
4699,3128,Sev Puri,2,89.37
4700,3129,Hakka Noodles,3,155.51
4701,3129,Schezwan Rice,1,180.42
4702,3130,Pasta Alfredo,2,307.03
4703,3130,Margherita Pizza,2,318.81
4704,3130,Garlic Bread,1,122.31
4705,3130,Lasagna,1,353.4
4706,3131,Vada Pav,1,41.93
4707,3131,Bhel Puri,1,72.3
4708,3132,Cold Coffee,2,139.04
4709,3133,Mutton Roll,2,231.76
4710,3134,Garlic Bread,1,127.71
4711,3134,Farmhouse,2,420.72
4712,3135,Pakoda,1,93.99
4713,3135,Samosa,1,30.61
4714,3136,Salan,1,58.3
4715,3136,Mutton Biryani,2,340.5
4716,3137,Mutton Biryani,1,308.74
4717,3137,Veg Biryani,1,191.51
4718,3138,Dhokla,1,72.21
4719,3138,Samosa,1,27.84
4720,3139,Namkeen,2,61.38
4721,3139,Pakoda,1,89.67
4722,3140,BBQ Wings,2,350.44
4723,3140,Onion Rings,1,129.18
4724,3140,Fries,1,128.67
4725,3141,Vada,1,64.71
4726,3141,Uttapam,1,130.92
4727,3141,Masala Dosa,2,126.93
4728,3142,Mojito,1,154.73
4729,3142,Cold Coffee,1,139.79
4730,3143,Miso Soup,1,131.02
4731,3144,Vada Pav,1,43.04
4732,3144,Bhel Puri,1,84.55
4733,3145,Salan,1,64.78
4734,3145,Raita,1,36.63
4735,3146,Chicken Kebab,1,253.17
4736,3146,Sheekh Kebab,1,245.71
4737,3147,Gulab Jamun,2,98.46
4738,3147,Brownie,2,135.26
4739,3147,Ice Cream,1,128.6
4740,3148,Onion Rings,1,148.6
4741,3148,Hot Dog,2,168.07
4742,3148,Cheeseburger,2,234.89
4743,3149,Ice Cream,1,124.08
4744,3149,Gulab Jamun,1,90.02
4745,3150,Paneer Roll,1,141.82
4746,3150,Mutton Roll,3,227.3
4747,3150,Chicken Roll,1,185.85
4748,3151,Tempura,1,380.96
4749,3152,Masala Chai,1,38.37
4750,3152,Mojito,1,147.07
4751,3153,Lasagna,2,381.49
4752,3153,Garlic Bread,1,137.37
4753,3154,Dragon Roll,1,353.63
4754,3154,Sushi Platter,2,666.96
4755,3154,Miso Soup,1,111.64
4756,3155,Caesar Salad,1,232.42
4757,3155,Grilled Sandwich,1,174.53
4758,3155,Club Sandwich,1,261.37
4759,3155,Pasta,1,272.48
4760,3156,Veg Burger,1,123.06
4761,3156,Chicken Burger,3,165.48
4762,3156,Coke,3,79.44
4763,3157,Grilled Sandwich,2,187.05
4764,3157,Club Sandwich,3,216.69
4765,3158,Fries,2,115.11
4766,3158,Cheeseburger,2,235.5
4767,3158,Hot Dog,1,177.29
4768,3159,Vada Pav,1,40.46
4769,3159,Pani Puri,1,64.6
4770,3159,Pav Bhaji,3,130.09
4771,3160,Ice Cream,2,126.27
4772,3160,Cheesecake,1,229.41
4773,3160,Gulab Jamun,1,93.79
4774,3160,Brownie,2,149.93
4775,3161,Vada,2,59.74
4776,3161,Masala Dosa,1,146.89
4777,3161,Idli Sambar,1,97.03
4778,3162,Coke,1,73.07
4779,3162,Cheese Burger,1,216.02
4780,3162,Fries,1,94.58
4781,3162,Veg Burger,2,123.85
4782,3163,Garlic Bread,1,139.54
4783,3163,Margherita Pizza,1,347.45
4784,3164,Miso Soup,3,125.46
4785,3164,Tempura,2,434.32
4786,3164,Dragon Roll,1,400.73
4787,3165,Schezwan Rice,3,193.88
4788,3166,Margherita,1,321.4
4789,3166,Garlic Bread,1,124.87
4790,3166,Chicken Supreme,1,482.0
4791,3167,Vada Pav,2,39.76
4792,3167,Pav Bhaji,2,145.51
4793,3168,Miso Soup,1,120.45
4794,3169,Chicken Supreme,1,470.42
4795,3169,Peppy Paneer,2,425.79
4796,3169,Farmhouse,2,387.76
4797,3170,Lassi,3,83.66
4798,3170,Mojito,1,161.67
4799,3170,Fresh Juice,1,109.76
4800,3171,Lassi,3,80.6
4801,3171,Masala Chai,1,40.81
4802,3171,Mojito,1,158.14
4803,3172,Chicken Burger,1,172.41
4804,3172,Cheese Burger,1,205.11
4805,3172,Fries,2,107.06
4806,3173,Veg Burger,2,115.45
4807,3173,Chicken Burger,1,165.31
4808,3174,Raita,3,37.87
4809,3174,Chicken Biryani,2,228.53
4810,3174,Salan,1,58.82
4811,3175,Pani Puri,1,61.5
4812,3175,Sev Puri,1,86.27
4813,3176,Caesar Salad,2,240.3
4814,3176,Grilled Sandwich,3,187.54
4815,3177,Rumali Roti,1,38.07
4816,3177,Chicken Kebab,3,284.63
4817,3178,Mutton Biryani,1,313.34
4818,3178,Chicken Biryani,1,224.18
4819,3179,Sheekh Kebab,3,251.78
4820,3179,Mutton Biryani,1,373.09
4821,3180,Dhokla,2,73.85
4822,3180,Namkeen,1,64.34
4823,3181,Butter Chicken,1,295.63
4824,3182,Chicken Supreme,1,523.6
4825,3182,Garlic Bread,1,140.89
4826,3183,Chicken Burger,1,193.61
4827,3184,Bhel Puri,1,83.12
4828,3184,Pav Bhaji,1,136.47
4829,3185,Mushroom Soup,2,149.19
4830,3185,Club Sandwich,2,219.13
4831,3186,Egg Roll,1,120.74
4832,3186,Veg Roll,3,117.0
4833,3187,Pani Puri,1,62.99
4834,3187,Vada Pav,1,40.78
4835,3187,Bhel Puri,1,87.95
4836,3188,Dragon Roll,1,352.22
4837,3188,Sushi Platter,1,706.15
4838,3189,Cheese Burger,2,199.44
4839,3190,Cold Coffee,1,153.25
4840,3190,Masala Chai,1,39.79
4841,3191,Margherita Pizza,2,338.4
4842,3192,Pav Bhaji,1,139.88
4843,3192,Vada Pav,3,41.67
4844,3192,Pani Puri,2,59.21
4845,3193,Lasagna,3,378.29
4846,3193,Pasta Alfredo,1,341.82
4847,3193,Margherita Pizza,1,380.73
4848,3194,Pakoda,1,89.8
4849,3194,Namkeen,1,60.82
4850,3195,Farmhouse,2,396.05
4851,3195,Chicken Supreme,1,512.75
4852,3196,Dhokla,1,86.03
4853,3197,Upma,2,84.36
4854,3197,Masala Dosa,1,131.24
4855,3198,Sev Puri,2,95.33
4856,3198,Pani Puri,3,60.29
4857,3199,Sev Puri,2,98.38
4858,3200,Cheese Burger,1,232.64
4859,3201,Lasagna,1,397.17
4860,3201,Margherita Pizza,3,344.71
4861,3201,Pasta Alfredo,1,289.87
4862,3202,Dragon Roll,1,398.43
4863,3202,Tempura,1,429.83
4864,3203,Ice Cream,1,126.71
4865,3203,Cheesecake,2,239.07
4866,3204,Salan,2,57.0
4867,3204,Chicken Biryani,2,219.42
4868,3204,Veg Biryani,3,162.32
4869,3205,Chicken Manchurian,1,227.87
4870,3205,Spring Rolls,1,163.2
4871,3205,Veg Fried Rice,1,170.87
4872,3205,Hakka Noodles,2,154.49
4873,3206,Sev Puri,2,83.23
4874,3206,Vada Pav,2,37.46
4875,3206,Pav Bhaji,1,148.31
4876,3207,Hot Dog,1,185.34
4877,3207,Cheeseburger,1,228.37
4878,3208,Pasta Alfredo,1,302.6
4879,3209,Pakoda,3,83.34
4880,3209,Dhokla,1,74.51
4881,3209,Samosa,1,32.36
4882,3210,Margherita Pizza,2,344.37
4883,3211,Gulab Jamun,1,93.58
4884,3211,Ice Cream,1,130.94
4885,3211,Brownie,1,144.24
4886,3212,Naan,1,43.75
4887,3212,Dal Makhani,1,236.92
4888,3212,Jeera Rice,1,137.68
4889,3213,Cheeseburger,1,264.1
4890,3213,Onion Rings,1,126.71
4891,3213,BBQ Wings,1,318.27
4892,3214,Sev Puri,1,96.57
4893,3214,Vada Pav,1,36.99
4894,3214,Pav Bhaji,2,131.68
4895,3215,Kachori,3,32.67
4896,3216,Kachori,1,34.51
4897,3216,Samosa,1,28.61
4898,3216,Namkeen,2,63.3
4899,3217,Ice Cream,1,109.89
4900,3217,Gulab Jamun,3,89.4
4901,3217,Rasmalai,1,105.39
4902,3218,Kachori,1,36.15
4903,3218,Dhokla,2,73.93
4904,3218,Pakoda,1,89.85
4905,3219,Ice Cream,1,111.59
4906,3220,Margherita,1,285.47
4907,3221,Vada,1,62.92
4908,3221,Uttapam,1,133.65
4909,3222,Pasta Alfredo,3,322.46
4910,3223,Chicken Supreme,1,500.09
4911,3223,Garlic Bread,1,139.13
4912,3223,Farmhouse,2,391.39
4913,3224,Idli Sambar,1,102.01
4914,3224,Vada,2,64.38
4915,3224,Masala Dosa,2,140.25
4916,3225,Sev Puri,1,82.32
4917,3225,Vada Pav,1,43.84
4918,3225,Pani Puri,1,65.47
4919,3226,Margherita,1,280.97
4920,3226,Peppy Paneer,2,408.95
4921,3227,Dal Makhani,2,203.93
4922,3227,Naan,1,38.46
4923,3227,Jeera Rice,2,137.41
4924,3227,Butter Chicken,1,309.28
4925,3228,Butter Chicken,1,292.23
4926,3228,Roti,1,23.29
4927,3229,Onion Rings,1,149.22
4928,3229,Fries,1,111.94
4929,3230,Mutton Biryani,2,365.9
4930,3231,Pav Bhaji,1,145.26
4931,3232,Masala Dosa,1,151.51
4932,3232,Upma,2,78.93
4933,3233,Coke,2,83.73
4934,3233,Cheese Burger,1,210.15
4935,3233,Chicken Burger,1,196.36
4936,3234,Roti,3,24.9
4937,3234,Butter Chicken,1,313.41
4938,3234,Paneer Tikka,1,237.38
4939,3235,Veg Roll,1,120.72
4940,3236,Uttapam,1,136.67
4941,3236,Upma,2,78.22
4942,3237,Club Sandwich,1,238.71
4943,3237,Caesar Salad,1,207.1
4944,3238,Tempura,3,440.79
4945,3238,Ramen,2,366.68
4946,3238,Miso Soup,2,129.72
4947,3238,Dragon Roll,1,392.5
4948,3239,Rasmalai,1,109.28
4949,3239,Brownie,1,152.79
4950,3239,Cheesecake,1,199.38
4951,3240,Ice Cream,1,108.63
4952,3240,Cheesecake,3,204.02
4953,3241,Pani Puri,2,63.92
4954,3242,Sushi Platter,3,650.94
4955,3242,Dragon Roll,1,396.53
4956,3242,Tempura,2,455.79
4957,3243,Paneer Roll,1,148.78
4958,3243,Chicken Roll,1,186.54
4959,3243,Veg Roll,1,109.74
4960,3244,Tempura,2,410.58
4961,3245,Filter Coffee,1,52.47
4962,3245,Masala Dosa,1,135.83
4963,3246,Butter Chicken,1,351.08
4964,3246,Naan,2,40.34
4965,3247,Roti,1,26.8
4966,3247,Naan,2,42.81
4967,3247,Butter Chicken,1,339.92
4968,3248,Pakoda,2,85.66
4969,3249,Vada Pav,2,38.92
4970,3249,Sev Puri,1,82.68
4971,3250,Pakoda,1,96.27
4972,3250,Dhokla,2,74.42
4973,3251,Idli Sambar,1,99.22
4974,3252,Lasagna,1,407.76
4975,3252,Garlic Bread,2,141.74
4976,3253,Vada Pav,1,38.43
4977,3253,Bhel Puri,2,75.86
4978,3254,Pepperoni Pizza,3,443.56
4979,3254,Garlic Bread,1,121.55
4980,3255,Dragon Roll,1,369.9
4981,3256,Egg Roll,1,111.64
4982,3256,Mutton Roll,2,223.86
4983,3257,Ramen,1,341.86
4984,3257,Dragon Roll,2,379.98
4985,3258,Masala Chai,1,40.86
4986,3259,Naan,1,39.45
4987,3259,Jeera Rice,1,151.21
4988,3260,Garlic Bread,1,148.23
4989,3260,Margherita Pizza,1,351.16
4990,3261,Dragon Roll,2,394.66
4991,3261,Sushi Platter,2,645.3
4992,3262,Dal Makhani,1,218.24
4993,3263,Cold Coffee,2,137.08
4994,3264,Cheese Burger,1,217.63
4995,3264,Veg Burger,1,111.74
4996,3264,Chicken Burger,1,195.66
4997,3265,Sushi Platter,2,636.54
4998,3265,Ramen,3,330.25
4999,3266,Sev Puri,3,82.66
5000,3266,Vada Pav,1,38.2
5001,3267,Jeera Rice,1,140.93
5002,3268,Kachori,1,32.75
5003,3268,Pakoda,1,89.91
5004,3268,Samosa,1,29.87
5005,3269,Gulab Jamun,1,98.17
5006,3269,Cheesecake,1,226.6
5007,3270,Veg Roll,1,115.84
5008,3270,Paneer Roll,2,142.04
5009,3270,Mutton Roll,1,206.69
5010,3271,Namkeen,1,58.31
5011,3271,Samosa,1,29.54
5012,3271,Pakoda,2,82.83
5013,3271,Dhokla,2,86.68
5014,3272,Miso Soup,1,127.33
5015,3272,Sushi Platter,3,601.8
5016,3272,Dragon Roll,1,406.23
5017,3272,Ramen,2,357.94
5018,3273,Samosa,2,32.54
5019,3273,Dhokla,1,74.16
5020,3273,Kachori,1,34.79
5021,3274,Cheesecake,2,200.64
5022,3274,Gulab Jamun,2,81.04
5023,3275,Uttapam,1,142.8
5024,3275,Masala Dosa,2,134.97
5025,3275,Filter Coffee,1,50.5
5026,3276,Lasagna,2,358.31
5027,3276,Garlic Bread,1,139.01
5028,3276,Margherita Pizza,3,334.1
5029,3277,Chicken Manchurian,2,260.97
5030,3277,Hakka Noodles,3,153.46
5031,3278,Pasta Alfredo,3,335.31
5032,3278,Margherita Pizza,2,378.95
5033,3278,Lasagna,3,398.69
5034,3279,Mutton Biryani,1,361.13
5035,3279,Sheekh Kebab,3,247.01
5036,3280,Miso Soup,3,123.38
5037,3280,Tempura,1,426.06
5038,3281,Pasta Alfredo,1,305.39
5039,3281,Lasagna,1,344.38
5040,3281,Margherita Pizza,1,343.29
5041,3282,Korma,2,329.84
5042,3282,Chicken Kebab,2,289.3
5043,3282,Sheekh Kebab,2,263.3
5044,3283,Chicken Supreme,1,547.82
5045,3283,Margherita,1,298.86
5046,3284,Onion Rings,1,130.46
5047,3285,Chicken Biryani,1,232.37
5048,3285,Veg Biryani,1,165.76
5049,3286,Raita,1,41.84
5050,3286,Veg Biryani,1,173.98
5051,3287,Pepperoni Pizza,3,476.53
5052,3287,Garlic Bread,2,131.96
5053,3288,BBQ Wings,1,292.93
5054,3289,Club Sandwich,2,224.48
5055,3289,Mushroom Soup,2,158.96
5056,3289,Grilled Sandwich,1,187.23
5057,3289,Pasta,1,279.36
5058,3290,Kachori,1,33.42
5059,3291,Chicken Kebab,1,276.77
5060,3291,Sheekh Kebab,1,225.98
5061,3292,Veg Burger,3,110.82
5062,3292,Chicken Burger,1,172.11
5063,3293,Dal Makhani,2,230.08
5064,3294,Pakoda,2,88.55
5065,3294,Namkeen,1,57.98
5066,3294,Samosa,1,29.43
5067,3295,Hakka Noodles,1,171.15
5068,3295,Schezwan Rice,2,184.85
5069,3295,Chicken Manchurian,2,255.71
5070,3295,Veg Fried Rice,3,168.03
5071,3296,Chicken Supreme,1,459.15
5072,3296,Peppy Paneer,1,456.28
5073,3296,Farmhouse,2,402.04
5074,3297,Pasta,1,282.23
5075,3297,Grilled Sandwich,2,184.99
5076,3298,Garlic Bread,1,139.44
5077,3298,Chicken Supreme,2,468.36
5078,3299,Lassi,1,80.83
5079,3299,Masala Chai,3,39.88
5080,3299,Fresh Juice,3,96.05
5081,3299,Cold Coffee,1,149.87
5082,3300,Pakoda,1,85.88
5083,3300,Samosa,1,31.07
5084,3301,Mushroom Soup,1,154.71
5085,3301,Pasta,1,275.09
5086,3302,Pasta Alfredo,1,289.85
5087,3302,Margherita Pizza,3,365.31
5088,3302,Garlic Bread,2,131.85
5089,3303,Veg Burger,1,110.87
5090,3303,Cheese Burger,1,210.7
5091,3304,Namkeen,1,61.17
5092,3304,Pakoda,1,86.99
5093,3304,Kachori,2,34.5
5094,3305,Margherita,1,290.72
5095,3305,Chicken Supreme,1,466.77
5096,3305,Farmhouse,1,429.99
5097,3306,Bhel Puri,1,77.24
5098,3306,Vada Pav,1,40.56
5099,3307,Cold Coffee,3,130.19
5100,3307,Masala Chai,2,39.98
5101,3307,Lassi,3,73.28
5102,3307,Mojito,1,173.7
5103,3308,Masala Chai,1,37.77
5104,3309,Paneer Tikka,1,284.74
5105,3309,Naan,1,39.24
5106,3310,Vada Pav,2,38.26
5107,3311,Margherita,1,328.8
5108,3311,Peppy Paneer,2,440.26
5109,3312,Grilled Sandwich,1,163.74
5110,3312,Club Sandwich,3,233.03
5111,3312,Caesar Salad,1,201.69
5112,3313,Chicken Supreme,1,475.93
5113,3313,Peppy Paneer,1,443.72
5114,3313,Garlic Bread,1,126.4
5115,3313,Farmhouse,2,435.47
5116,3314,Sev Puri,2,96.92
5117,3314,Vada Pav,1,36.15
5118,3315,Cheeseburger,1,235.68
5119,3316,Veg Fried Rice,2,191.35
5120,3316,Hakka Noodles,1,172.66
5121,3316,Chicken Manchurian,1,256.28
5122,3317,Roti,1,23.87
5123,3317,Butter Chicken,1,333.6
5124,3318,Chicken Roll,1,173.48
5125,3318,Mutton Roll,1,233.22
5126,3319,Sushi Platter,1,590.41
5127,3319,Dragon Roll,2,377.82
5128,3320,Garlic Bread,1,126.43
5129,3320,Pepperoni Pizza,1,452.61
5130,3320,Margherita Pizza,3,346.91
5131,3320,Pasta Alfredo,1,350.34
5132,3321,Lassi,2,78.45
5133,3321,Fresh Juice,1,104.28
5134,3322,Upma,3,74.33
5135,3323,Veg Fried Rice,1,167.75
5136,3324,Chicken Roll,1,165.61
5137,3324,Mutton Roll,1,206.61
5138,3325,Ramen,3,383.76
5139,3325,Sushi Platter,2,620.16
5140,3326,Sushi Platter,2,650.88
5141,3326,Miso Soup,2,121.93
5142,3327,Ice Cream,1,121.75
5143,3328,Butter Chicken,1,332.3
5144,3328,Roti,3,24.87
5145,3328,Naan,3,37.0
5146,3329,Caesar Salad,1,227.67
5147,3330,Chicken Kebab,3,261.77
5148,3330,Mutton Biryani,1,358.67
5149,3331,Peppy Paneer,2,442.93
5150,3331,Farmhouse,1,395.93
5151,3331,Margherita,1,289.36
5152,3332,Egg Roll,1,122.51
5153,3332,Paneer Roll,1,153.19
5154,3333,Hot Dog,2,185.05
5155,3333,BBQ Wings,2,315.83
5156,3334,Hot Dog,2,193.68
5157,3334,Cheeseburger,1,270.77
5158,3334,Onion Rings,1,151.98
5159,3335,Chicken Roll,1,172.34
5160,3335,Egg Roll,1,117.39
5161,3336,Upma,2,72.32
5162,3336,Filter Coffee,1,46.68
5163,3337,Bhel Puri,2,84.59
5164,3337,Pav Bhaji,3,147.37
5165,3338,Chicken Supreme,3,450.42
5166,3338,Garlic Bread,1,139.15
5167,3339,Filter Coffee,1,52.35
5168,3339,Vada,1,61.64
5169,3339,Idli Sambar,2,90.11
5170,3339,Upma,2,83.74
5171,3340,Garlic Bread,2,143.69
5172,3340,Margherita Pizza,2,371.36
5173,3340,Pepperoni Pizza,3,494.32
5174,3341,Veg Biryani,1,173.31
5175,3341,Raita,1,41.4
5176,3341,Salan,1,55.39
5177,3341,Mutton Biryani,1,298.14
5178,3342,Mushroom Soup,1,141.98
5179,3343,Cheesecake,2,213.76
5180,3343,Gulab Jamun,3,88.5
5181,3344,Hakka Noodles,1,160.61
5182,3344,Schezwan Rice,1,184.5
5183,3344,Spring Rolls,1,169.31
5184,3345,Fresh Juice,2,107.51
5185,3345,Mojito,2,157.96
5186,3346,Mutton Biryani,1,368.59
5187,3346,Sheekh Kebab,2,267.38
5188,3346,Chicken Kebab,2,284.3
5189,3346,Rumali Roti,1,33.24
5190,3347,Dhokla,1,79.72
5191,3348,Dhokla,1,72.18
5192,3348,Kachori,2,34.88
5193,3348,Namkeen,1,57.44
5194,3349,Paneer Tikka,2,253.47
5195,3349,Butter Chicken,2,340.8
5196,3350,Peppy Paneer,2,395.03
5197,3350,Margherita,1,302.21
5198,3351,Veg Roll,2,112.23
5199,3351,Egg Roll,1,109.12
5200,3352,Cheesecake,2,209.14
5201,3352,Ice Cream,1,122.59
5202,3353,Rasmalai,1,102.22
5203,3353,Ice Cream,1,109.83
5204,3354,Chicken Roll,3,176.62
5205,3355,Naan,2,38.89
5206,3355,Roti,2,25.47
5207,3355,Dal Makhani,1,207.2
5208,3356,Jeera Rice,1,141.14
5209,3356,Roti,3,22.97
5210,3356,Butter Chicken,2,324.51
5211,3357,Vada Pav,1,41.15
5212,3357,Sev Puri,1,98.25
5213,3357,Pav Bhaji,1,138.18
5214,3358,Chicken Burger,1,180.19
5215,3358,Veg Burger,2,124.24
5216,3359,Garlic Bread,1,128.76
5217,3359,Farmhouse,2,361.66
5218,3359,Peppy Paneer,2,465.03
5219,3360,Dhokla,1,78.98
5220,3360,Pakoda,2,88.61
5221,3360,Kachori,1,37.53
5222,3361,Miso Soup,1,129.29
5223,3361,Ramen,1,337.86
5224,3362,Cheese Burger,2,220.95
5225,3362,Veg Burger,2,114.58
5226,3362,Coke,2,75.41
5227,3362,Chicken Burger,2,197.89
5228,3363,Pepperoni Pizza,1,405.34
5229,3363,Lasagna,1,343.59
5230,3363,Garlic Bread,3,126.06
5231,3363,Pasta Alfredo,1,290.39
5232,3364,Rasmalai,2,110.03
5233,3364,Gulab Jamun,1,89.17
5234,3365,Mushroom Soup,2,151.72
5235,3365,Club Sandwich,1,232.69
5236,3366,Veg Burger,1,112.17
5237,3366,Fries,1,99.07
5238,3366,Chicken Burger,2,174.76
5239,3367,Korma,1,316.57
5240,3367,Mutton Biryani,1,329.49
5241,3367,Chicken Kebab,2,285.74
5242,3368,Naan,2,43.86
5243,3368,Paneer Tikka,1,242.46
5244,3369,Masala Dosa,1,130.29
5245,3369,Uttapam,1,134.18
5246,3369,Idli Sambar,1,106.56
5247,3370,Chicken Roll,1,194.69
5248,3370,Veg Roll,1,106.6
5249,3371,Pav Bhaji,1,149.26
5250,3371,Sev Puri,1,93.11
5251,3372,Korma,2,323.91
5252,3373,Grilled Sandwich,2,164.56
5253,3373,Caesar Salad,2,212.65
5254,3373,Mushroom Soup,3,163.92
