order_id,customer_id,restaurant_id,order_date,total_amount,status,delivery_time
5101,1078,180,2024-04-21,1487.38,Delivered,46
5102,1723,278,2024-11-28,1013.02,Delivered,66
5103,1407,220,2024-07-17,231.49,Delivered,35
5104,1347,107,2024-01-02,788.7,Pending,
5105,447,200,2025-06-15,367.05,Pending,
5106,659,173,2024-12-27,364.73,Delivered,23
5107,1954,242,2024-12-19,160.51,Delivered,29
5108,179,296,2024-03-11,1401.58,Delivered,35
5109,401,141,2024-06-09,1072.1,Delivered,66
5110,244,173,2024-03-20,467.47,Delivered,27
5111,287,133,2024-11-30,782.22,Delivered,42
5112,1623,257,2024-11-02,919.22,Delivered,35
5113,754,189,2024-01-22,1378.55,Delivered,17
5114,84,206,2024-11-16,203.1,Delivered,34
5115,544,193,2024-08-28,1218.87,Delivered,64
5116,328,128,2024-05-07,1398.04,Delivered,55
5117,303,223,2024-01-08,1279.83,Delivered,16
5118,897,289,2024-03-19,336.4,Delivered,49
5119,1330,161,2024-11-19,136.98,Delivered,33
5120,581,208,2024-06-29,447.67,Delivered,31
5121,760,195,2024-12-30,576.15,Delivered,18
5122,259,205,2024-11-21,700.19,Cancelled,
5123,1021,225,2024-11-06,1222.81,Delivered,65
5124,444,160,2024-09-06,673.92,Delivered,51
5125,1482,254,2024-12-13,1252.87,Delivered,16
5126,1065,146,2024-05-05,660.43,Delivered,61
5127,1354,137,2024-08-05,1345.71,Delivered,26
5128,1940,276,2024-11-03,889.93,Delivered,36
5129,1386,106,2024-08-22,1182.56,Delivered,42
5130,1318,219,2024-12-16,193.99,Delivered,58
5131,221,145,2024-11-13,917.63,Delivered,31
5132,634,257,2024-11-27,938.79,Delivered,22
5133,784,147,2024-10-09,1008.67,Delivered,63
5134,1406,160,2024-11-21,1297.24,Delivered,62
5135,1222,141,2024-07-12,1196.48,Delivered,22
5136,6,187,2024-11-30,219.06,Delivered,41
5137,87,115,2024-03-05,1338.24,Pending,
5138,478,268,2024-05-23,354.56,Delivered,35
5139,586,259,2024-09-08,1129.47,Pending,
5140,1821,214,2024-10-07,1406.95,Delivered,40
5141,397,139,2024-12-12,825.97,Delivered,20
5142,343,208,2024-10-10,174.22,Delivered,31
5143,852,281,2024-09-14,911.43,Delivered,62
5144,1805,170,2024-01-07,1282.5,Delivered,67
5145,1419,105,2024-05-15,715.94,Delivered,67
5146,702,146,2024-04-21,734.27,Cancelled,
5147,1424,165,2024-10-07,1368.6,Delivered,15
5148,905,101,2024-12-23,948.39,Delivered,35
5149,981,220,2024-01-28,1491.61,Delivered,24
5150,1854,258,2024-11-06,735.26,Delivered,49
5151,628,140,2024-02-01,1213.79,Delivered,47
5152,1632,138,2024-12-17,1107.37,Delivered,31
5153,245,213,2024-11-21,374.23,Cancelled,
5154,153,266,2024-08-05,146.59,Delivered,61
5155,1469,202,2024-01-06,1212.86,Delivered,59
5156,1719,265,2024-06-05,1499.24,Delivered,55
5157,132,137,2024-09-25,367.27,Delivered,26
5158,1559,296,2024-03-09,879.3,Delivered,30
5159,765,273,2024-02-12,1273.84,Delivered,20
5160,1182,255,2024-12-09,878.91,Delivered,50
5161,41,234,2024-12-25,265.9,Delivered,59
5162,1054,300,2024-07-23,780.26,Delivered,38
5163,350,111,2024-11-28,244.84,Delivered,45
5164,1694,174,2024-11-14,414.91,Pending,
5165,1186,196,2024-11-01,631.03,Delivered,56
5166,1868,176,2024-12-08,175.19,Delivered,20
5167,72,247,2024-01-27,1046.8,Delivered,67
5168,218,228,2024-07-04,139.31,Delivered,15
5169,763,113,2024-12-12,504.68,Cancelled,
5170,335,276,2024-11-16,421.5,Delivered,17
5171,168,104,2024-03-29,968.15,Cancelled,
5172,747,260,2024-08-30,476.64,Cancelled,
5173,1382,278,2024-06-19,996.01,Delivered,35
5174,1219,292,2024-06-07,456.17,Delivered,37
5175,310,199,2024-12-14,961.74,Delivered,57
5176,1329,143,2024-11-05,666.25,Delivered,37
5177,1595,285,2024-11-18,155.09,Delivered,20
5178,1845,149,2024-12-29,1193.37,Delivered,70
5179,910,209,2024-07-21,1138.18,Cancelled,
5180,777,237,2024-12-13,1360.71,Delivered,68
5181,1086,182,2024-12-19,223.77,Cancelled,
5182,617,254,2024-07-04,829.35,Delivered,48
5183,1043,121,2024-12-07,957.18,Pending,
5184,120,155,2024-06-21,804.64,Delivered,33
5185,1505,112,2024-08-15,457.69,Delivered,16
5186,1157,259,2024-08-11,392.74,Delivered,38
5187,1567,163,2024-11-28,1131.29,Delivered,21
5188,1846,130,2024-12-31,179.46,Pending,
5189,762,278,2024-09-30,450.4,Delivered,47
5190,1249,242,2024-06-13,935.04,Delivered,19
5191,498,192,2024-07-29,264.9,Delivered,18
5192,1677,269,2024-12-21,377.98,Delivered,59
5193,1919,237,2024-12-18,155.84,Delivered,24
5194,1345,208,2024-11-22,962.68,Cancelled,
5195,1358,135,2024-12-24,564.64,Pending,
5196,1693,142,2024-09-21,1317.63,Cancelled,
5197,1888,241,2024-11-08,297.27,Delivered,69
5198,1554,173,2024-12-15,457.54,Pending,
5199,574,215,2024-10-31,512.56,Delivered,44
5200,1963,127,2024-10-07,1386.39,Cancelled,
5201,1627,147,2024-11-27,209.93,Delivered,46
5202,689,238,2024-11-17,581.79,Delivered,54
5203,1705,147,2024-08-07,967.54,Pending,
5204,1062,267,2024-10-28,1490.41,Pending,
5205,945,221,2024-11-17,561.15,Delivered,43
5206,1554,176,2024-04-30,488.69,Delivered,54
5207,1897,135,2024-10-24,1487.57,Delivered,41
5208,1824,101,2024-11-04,708.95,Cancelled,
5209,682,270,2024-12-23,914.0,Delivered,39
5210,1835,164,2024-01-14,255.23,Delivered,68
5211,1082,174,2024-09-02,945.66,Delivered,61
5212,1615,272,2024-11-07,1389.57,Delivered,38
5213,839,242,2024-03-10,1087.35,Delivered,70
5214,1836,116,2024-08-26,139.51,Delivered,36
5215,1257,165,2024-06-10,1454.92,Delivered,39
5216,72,134,2024-08-18,989.93,Delivered,30
5217,509,114,2024-11-28,1444.31,Delivered,66
5218,1813,267,2024-09-08,194.37,Delivered,55
5219,1329,142,2024-11-29,1321.09,Delivered,41
5220,386,117,2024-02-23,282.08,Delivered,28
5221,1114,279,2024-12-04,1286.41,Pending,
5222,1852,225,2024-01-25,1368.64,Delivered,19
5223,654,279,2024-06-26,971.62,Pending,
5224,679,232,2024-04-28,595.1,Delivered,60
5225,1707,176,2024-12-29,140.21,Pending,
5226,1394,234,2024-11-08,206.44,Delivered,57
5227,1072,281,2024-08-09,917.6,Delivered,68
5228,1951,258,2024-12-07,1391.28,Pending,
5229,1559,180,2024-12-02,1346.79,Pending,
5230,587,215,2024-06-17,315.76,Delivered,20
5231,1372,157,2024-03-26,1240.29,Pending,
5232,1138,218,2024-12-16,1156.49,Delivered,28
5233,1528,141,2024-04-16,1314.45,Delivered,48
5234,894,176,2024-11-28,1401.25,Cancelled,
5235,1117,200,2024-12-30,858.21,Delivered,26
5236,966,137,2024-07-12,1474.18,Delivered,24
5237,13,230,2024-09-04,728.37,Delivered,68
5238,551,213,2024-01-04,669.38,Pending,
5239,467,157,2024-12-10,585.74,Delivered,45
5240,498,188,2024-03-29,370.03,Delivered,69
5241,1648,216,2024-12-31,1173.94,Delivered,31
5242,678,155,2024-11-22,1088.01,Cancelled,
5243,448,116,2024-08-24,408.88,Delivered,25
5244,1128,189,2024-08-17,1391.89,Delivered,34
5245,1453,142,2024-01-22,1168.62,Delivered,36
5246,701,187,2024-11-26,829.69,Delivered,52
5247,1630,216,2024-08-22,1008.93,Delivered,21
5248,213,207,2024-10-12,852.41,Delivered,38
5249,1616,250,2024-05-26,659.62,Cancelled,
5250,477,236,2024-06-24,632.16,Delivered,34
5251,1975,172,2025-06-15,1144.58,Delivered,46
5252,1529,159,2024-12-15,349.64,Delivered,59
5253,334,173,2024-06-18,593.15,Cancelled,
5254,1881,277,2024-01-06,1022.93,Delivered,25
5255,490,274,2024-06-09,915.76,Delivered,25
5256,864,171,2024-11-26,133.64,Pending,
5257,1218,183,2024-11-05,280.28,Delivered,29
5258,1761,163,2024-01-15,1071.33,Delivered,61
5259,1937,230,2024-07-11,301.29,Delivered,30
5260,729,209,2024-01-28,548.66,Pending,
5261,1588,120,2024-12-13,123.67,Delivered,38
5262,1677,156,2024-11-17,1272.79,Delivered,35
5263,827,218,2024-12-10,1018.31,Cancelled,
5264,340,231,2024-02-06,1497.18,Delivered,38
5265,1246,211,2024-07-07,747.75,Delivered,37
5266,1968,227,2024-11-21,956.25,Delivered,38
5267,53,188,2024-12-11,435.99,Delivered,23
5268,1154,282,2024-08-14,260.63,Pending,
5269,747,174,2024-10-13,413.96,Delivered,25
5270,1413,181,2024-12-24,1027.93,Delivered,24
5271,1657,116,2024-12-08,1183.1,Pending,
5272,336,299,2024-07-20,1010.16,Delivered,70
5273,138,257,2024-04-04,229.54,Delivered,46
5274,605,282,2024-11-09,184.06,Delivered,17
5275,1617,271,2024-12-10,640.0,Delivered,44
5276,415,107,2024-10-07,298.1,Delivered,27
5277,1685,287,2024-05-03,341.22,Delivered,65
5278,346,289,2024-05-26,113.45,Delivered,52
5279,411,298,2024-05-28,1001.58,Delivered,51
5280,514,124,2024-12-15,223.97,Pending,
5281,1846,110,2024-12-03,330.67,Cancelled,
5282,1171,182,2024-02-01,1090.36,Delivered,67
5283,980,256,2024-02-15,290.81,Delivered,24
5284,666,178,2024-02-14,875.16,Delivered,65
5285,234,153,2024-04-29,466.78,Pending,
5286,1455,194,2024-04-13,400.07,Delivered,59
5287,361,219,2024-07-31,222.06,Cancelled,
5288,490,175,2024-02-29,1175.2,Delivered,16
5289,1584,143,2024-12-22,1090.85,Pending,
5290,172,158,2024-11-18,928.89,Delivered,50
5291,71,142,2024-11-04,171.04,Pending,
5292,1321,236,2024-10-23,631.78,Delivered,34
5293,1658,193,2024-11-07,1254.3,Delivered,58
5294,1180,252,2024-11-09,198.15,Delivered,27
5295,658,201,2024-12-22,389.66,Cancelled,
5296,1965,139,2024-11-27,1333.4,Delivered,46
5297,111,177,2024-12-30,1331.99,Delivered,45
5298,175,103,2024-04-21,1067.09,Delivered,54
5299,236,230,2024-09-02,506.79,Delivered,67
5300,1776,108,2024-12-16,388.32,Delivered,16
5301,1564,164,2024-12-21,468.9,Delivered,42
5302,57,227,2024-12-27,826.93,Delivered,37
5303,119,284,2024-06-26,1151.58,Delivered,37
5304,1449,268,2024-04-25,205.34,Delivered,63
5305,1529,154,2024-11-01,1269.35,Cancelled,
5306,1966,265,2024-02-09,229.95,Delivered,35
5307,1579,277,2024-01-16,1435.75,Delivered,70
5308,1581,153,2024-11-25,1317.5,Delivered,15
5309,708,253,2024-07-25,1379.6,Delivered,40
5310,1406,255,2024-12-15,291.69,Delivered,28
5311,1414,219,2024-12-01,251.33,Delivered,48
5312,1677,103,2024-10-23,793.67,Delivered,32
5313,1344,113,2024-04-11,449.51,Delivered,34
5314,442,108,2024-07-26,572.7,Pending,
5315,1594,226,2024-12-26,1074.18,Pending,
5316,1131,150,2024-11-29,339.54,Cancelled,
5317,687,254,2024-10-22,790.04,Delivered,48
5318,1743,184,2024-12-20,297.92,Delivered,50
5319,1937,187,2024-07-01,542.91,Delivered,28
5320,1271,297,2024-12-06,1436.74,Delivered,28
5321,1883,180,2024-03-25,1189.6,Delivered,42
5322,1016,239,2024-04-15,866.93,Cancelled,
5323,401,202,2024-11-21,369.51,Delivered,49
5324,35,109,2024-11-15,675.67,Cancelled,
5325,746,233,2024-11-26,1358.02,Delivered,48
5326,883,289,2024-12-30,472.05,Delivered,29
5327,1006,297,2024-11-02,660.45,Delivered,44
5328,682,189,2024-10-21,719.17,Delivered,17
5329,250,167,2024-06-03,106.82,Delivered,22
5330,1535,299,2024-12-21,211.26,Cancelled,
5331,366,240,2024-11-19,1095.87,Delivered,19
5332,149,207,2024-03-01,242.77,Delivered,16
5333,1761,151,2024-02-08,225.06,Delivered,40
5334,1533,292,2024-11-21,578.37,Delivered,39
5335,1990,190,2024-03-30,1138.13,Pending,
5336,1987,164,2024-05-10,1394.86,Delivered,46
5337,926,123,2024-01-14,377.77,Delivered,55
5338,1405,181,2024-11-21,1286.64,Delivered,58
5339,841,209,2024-11-14,1489.47,Delivered,20
5340,1231,206,2024-03-11,313.06,Delivered,29
5341,1984,234,2024-10-27,760.21,Delivered,58
5342,258,277,2024-12-24,1117.49,Cancelled,
5343,1524,154,2024-09-28,424.46,Delivered,57
5344,1610,115,2024-06-15,1272.82,Cancelled,
5345,44,250,2024-11-01,1193.25,Delivered,41
5346,1399,193,2024-11-07,197.49,Delivered,66
5347,1420,167,2024-01-10,436.77,Pending,
5348,1287,165,2024-04-06,1320.25,Cancelled,
5349,1665,219,2024-12-14,687.96,Cancelled,
5350,1901,247,2024-12-12,906.96,Delivered,34
5351,1662,147,2024-06-30,457.12,Delivered,42
5352,1180,185,2024-12-23,218.36,Cancelled,
5353,1726,279,2024-06-30,1282.64,Delivered,45
5354,703,144,2024-01-07,257.14,Delivered,56
5355,916,153,2024-11-29,911.94,Delivered,59
5356,1539,182,2024-04-29,538.26,Delivered,67
5357,839,283,2024-11-14,1252.64,Delivered,32
5358,1863,288,2024-09-06,1105.8,Delivered,18
5359,186,214,2024-12-05,1452.34,Delivered,23
5360,1399,283,2024-11-21,1018.56,Cancelled,
5361,830,120,2024-05-02,157.34,Delivered,70
5362,1594,245,2024-11-18,225.81,Delivered,26
5363,1282,281,2024-05-05,538.73,Delivered,64
5364,307,239,2024-11-13,776.75,Pending,
5365,1659,221,2024-07-26,1021.81,Pending,
5366,256,269,2024-12-28,293.93,Delivered,39
5367,561,264,2024-12-30,761.29,Delivered,36
5368,1061,244,2024-12-16,1120.53,Delivered,68
5369,1075,220,2024-12-11,1346.15,Delivered,19
5370,1910,285,2024-09-06,1118.81,Delivered,22
5371,854,131,2024-12-29,661.86,Delivered,39
5372,1460,267,2024-11-06,1499.1,Pending,
5373,494,116,2024-08-22,608.54,Delivered,26
5374,1499,297,2024-12-28,785.26,Pending,
5375,1879,240,2024-06-21,1458.1,Delivered,30
5376,1018,285,2024-05-29,883.4,Cancelled,
5377,939,102,2024-12-05,884.71,Delivered,55
5378,302,188,2024-11-21,1403.99,Delivered,20
5379,1538,267,2024-10-11,1259.64,Pending,
5380,1985,142,2024-07-26,776.3,Delivered,54
5381,838,271,2024-01-10,307.76,Delivered,38
5382,1865,285,2024-10-08,1489.85,Delivered,44
5383,130,205,2024-12-18,1255.38,Pending,
5384,274,128,2024-01-01,1260.75,Delivered,58
5385,1526,221,2024-12-18,1148.97,Delivered,43
5386,96,163,2024-02-01,838.82,Pending,
5387,1540,288,2024-12-31,1087.07,Delivered,63
5388,1654,249,2024-11-02,798.19,Delivered,51
5389,1975,232,2024-12-02,479.85,Delivered,58
5390,1424,278,2024-06-04,857.15,Delivered,58
5391,361,258,2024-01-31,1293.39,Delivered,58
5392,1769,169,2024-07-21,543.33,Delivered,42
5393,965,202,2024-05-21,225.74,Pending,
5394,329,229,2024-12-07,480.02,Cancelled,
5395,1183,190,2024-12-28,1229.05,Delivered,34
5396,684,296,2024-11-09,185.41,Delivered,26
5397,814,257,2024-04-25,181.69,Delivered,69
5398,1523,200,2024-05-10,583.44,Delivered,43
5399,457,162,2024-12-28,1102.05,Delivered,0
5400,1544,299,2024-01-21,1125.42,Delivered,36
5401,178,211,2024-03-16,1006.21,Delivered,44
5402,819,291,2024-03-03,275.2,Pending,
5403,410,224,2024-10-21,930.98,Delivered,18
5404,1475,192,2024-04-17,659.22,Delivered,53
5405,1907,154,2024-12-01,708.27,Delivered,31
5406,266,139,2024-06-30,1076.01,Delivered,64
5407,1939,298,2024-08-26,295.74,Delivered,46
5408,1381,146,2024-12-18,911.62,Delivered,17
5409,478,159,2024-12-23,1100.13,Delivered,15
5410,1113,278,2024-03-13,1016.97,Delivered,17
5411,419,291,2024-05-16,376.52,Delivered,63
5412,403,275,2024-12-10,852.37,Pending,
5413,432,237,2024-11-25,988.46,Delivered,23
5414,738,266,2024-10-07,976.31,Delivered,32
5415,952,157,2024-10-30,833.27,Delivered,63
5416,1916,276,2024-09-01,1429.27,Delivered,49
5417,34,268,2024-05-31,617.34,Delivered,34
5418,620,287,2024-03-14,234.2,Cancelled,
5419,1364,279,2024-04-23,748.99,Delivered,42
5420,593,108,2024-12-15,303.66,Cancelled,
5421,406,266,2024-11-04,700.15,Pending,
5422,743,258,2024-12-16,1446.17,Pending,
5423,1139,155,2024-10-19,153.22,Cancelled,
5424,1257,256,2024-12-12,1040.98,Delivered,58
5425,433,121,2024-01-12,433.23,Delivered,53
5426,1045,196,2024-12-11,688.85,Delivered,66
5427,744,300,2024-12-13,1118.48,Delivered,36
5428,24,202,2024-11-28,833.61,Delivered,40
5429,1324,218,2024-11-19,791.9,Cancelled,
5430,192,177,2024-10-22,1049.96,Delivered,30
5431,292,244,2024-11-11,224.64,Delivered,29
5432,1081,186,2024-11-09,1299.12,Delivered,25
5433,313,127,2024-12-06,1163.12,Delivered,58
5434,905,176,2024-12-13,1480.1,Delivered,53
5435,1237,166,2024-11-01,504.64,Delivered,50
5436,1153,190,2024-12-17,500.4,Delivered,42
5437,1595,270,2024-04-11,204.28,Delivered,47
5438,1005,156,2024-11-09,1133.66,Delivered,16
5439,1357,138,2024-08-27,1416.02,Delivered,57
5440,771,157,2024-03-26,591.29,Delivered,57
5441,1628,219,2024-12-15,1257.56,Delivered,61
5442,,173,2024-08-19,475.06,Delivered,53
5443,134,210,2024-01-03,1215.73,Delivered,17
5444,1236,103,2024-12-03,703.11,Delivered,62
5445,906,154,2024-03-19,678.69,Delivered,63
5446,917,299,2024-10-19,979.13,Delivered,57
5447,961,232,2024-07-04,982.14,Delivered,20
5448,992,211,2024-11-11,1039.25,Delivered,46
5449,199,207,2024-12-30,1179.63,Delivered,55
5450,1945,244,2024-11-18,590.1,Cancelled,
5451,1669,164,2024-08-02,709.46,Delivered,31
5452,1873,227,2024-12-18,1444.56,Delivered,49
5453,903,297,2024-01-30,1141.88,Delivered,23
5454,1027,247,2024-11-21,644.59,Delivered,20
5455,1133,149,2024-06-04,1136.21,Cancelled,
5456,186,252,2024-10-03,803.44,Cancelled,
5457,561,163,2024-06-30,160.75,Delivered,47
5458,654,259,2024-11-02,653.1,Delivered,18
5459,307,162,2024-12-25,898.91,Delivered,32
5460,806,256,2024-03-25,471.3,Delivered,34
5461,1587,160,2024-09-27,667.98,Delivered,26
5462,230,148,2024-12-17,597.94,Delivered,67
5463,482,230,2024-01-03,829.56,Delivered,28
5464,677,180,2024-05-28,634.47,Delivered,34
5465,1204,116,2024-11-25,463.38,Delivered,44
5466,882,289,2024-03-03,1019.9,Delivered,42
5467,167,148,2024-12-21,573.24,Delivered,61
5468,1177,275,2024-06-09,1470.65,Pending,
5469,1616,205,2024-12-30,1396.67,Delivered,55
5470,1154,264,2024-12-20,1259.97,Delivered,35
5471,1068,255,2024-11-13,621.93,Pending,
5472,852,283,2024-07-24,101.78,Delivered,47
5473,643,181,2024-01-14,334.29,Delivered,65
5474,1751,224,2024-12-03,116.19,Delivered,19
5475,378,176,2024-08-26,232.55,Pending,
5476,190,196,2024-07-16,1146.74,Delivered,53
5477,605,256,2024-10-23,262.31,Delivered,55
5478,1607,286,2024-07-01,570.46,Delivered,57
5479,1665,290,2024-04-23,1266.64,Delivered,49
5480,898,121,2024-12-04,789.44,Cancelled,
5481,16,238,2024-11-19,954.45,Delivered,53
5482,1743,153,2024-10-12,1370.04,Delivered,16
5483,1005,280,2024-11-27,217.22,Delivered,28
5484,1665,136,2024-11-12,491.23,Delivered,25
5485,1970,135,2024-12-25,1418.82,Delivered,17
5486,1364,114,2024-04-19,769.2,Delivered,45
5487,1016,193,2024-06-27,639.5,Cancelled,
5488,523,239,2024-11-25,248.7,Delivered,41
5489,1616,290,2024-11-02,1009.53,Delivered,39
5490,1213,195,2024-08-07,545.2,Delivered,25
5491,226,131,2024-01-25,1264.05,Delivered,49
5492,168,132,2024-03-08,1308.87,Delivered,70
5493,1392,258,2024-04-23,373.93,Delivered,35
5494,732,250,2024-09-17,1176.58,Delivered,18
5495,879,139,2024-12-20,498.28,Delivered,53
5496,882,243,2024-09-15,1081.56,Delivered,69
5497,42,250,2024-11-20,250.83,Delivered,70
5498,1122,113,2024-07-02,143.18,Delivered,20
5499,134,137,2024-04-21,1209.65,Delivered,48
5500,251,204,2024-02-22,1417.99,Pending,
5501,1575,104,2024-12-17,1214.75,Delivered,68
5502,88,239,2024-12-20,955.66,Delivered,31
5503,79,299,2024-04-30,482.45,Delivered,31
5504,575,245,2024-01-16,1248.32,Delivered,52
5505,1393,290,2024-12-28,1376.41,Delivered,41
5506,1696,134,2024-08-21,467.19,Delivered,42
5507,1217,243,2024-12-09,992.75,Delivered,51
5508,1340,111,2024-03-13,951.74,Delivered,20
5509,625,137,2024-12-02,122.51,Delivered,44
5510,1905,267,2024-08-08,350.8,Delivered,58
5511,1559,261,2024-08-20,668.73,Delivered,53
5512,176,254,2024-04-09,162.85,Delivered,69
5513,1981,174,2024-09-25,1472.57,Delivered,22
5514,962,176,2024-07-11,1346.19,Delivered,52
5515,1857,104,2024-12-20,1446.7,Delivered,23
5516,1247,215,2024-02-13,269.34,Delivered,39
5517,281,297,2024-07-23,709.54,Delivered,34
5518,1223,234,2024-12-21,1417.72,Pending,
5519,1218,262,2024-12-11,678.29,Delivered,22
5520,811,195,2024-09-11,1144.42,Delivered,17
5521,324,117,2024-09-11,1432.58,Delivered,20
5522,1469,138,2024-11-17,351.04,Delivered,36
5523,311,188,2024-07-18,1263.6,Delivered,48
5524,658,291,2024-11-13,532.46,Delivered,19
5525,927,147,2024-12-31,1288.91,Delivered,64
5526,308,103,2024-04-26,562.64,Delivered,27
5527,1473,131,2024-07-09,1385.96,Delivered,36
5528,1255,260,2024-12-12,309.18,Delivered,23
5529,1487,284,2024-01-04,946.34,Delivered,52
5530,555,167,2024-04-25,1115.75,Delivered,59
5531,1313,120,2024-11-01,1230.42,Pending,
5532,1897,225,2024-05-15,1072.53,Delivered,58
5533,1727,263,2024-09-03,928.44,Pending,
5534,310,277,2024-01-24,1158.85,Delivered,22
5535,875,236,2024-11-05,403.82,Pending,
5536,166,229,2024-10-31,1444.16,Delivered,24
5537,1765,180,2024-11-26,581.33,Cancelled,
5538,1064,298,2024-08-10,1235.08,Delivered,38
5539,1033,222,2024-05-24,1186.82,Delivered,70
5540,262,207,2024-12-14,520.71,Pending,
5541,1947,237,2024-12-17,1160.07,Cancelled,
5542,1688,261,2024-11-19,513.6,Delivered,23
5543,1310,183,2024-11-07,194.65,Cancelled,
5544,1987,235,2024-04-05,874.95,Delivered,17
5545,512,165,2024-11-14,875.63,Pending,
5546,383,231,2024-03-22,109.96,Delivered,43
5547,813,222,2024-07-12,1092.03,Pending,
5548,264,239,2024-09-10,518.92,Pending,
5549,915,121,2024-03-07,177.86,Cancelled,
5550,642,154,2024-12-23,1250.17,Delivered,50
5551,738,255,2024-11-23,1187.99,Delivered,40
5552,263,125,2024-01-18,773.07,Delivered,60
5553,1841,122,2024-12-31,468.66,Delivered,55
5554,1678,132,2024-11-24,214.27,Delivered,37
5555,292,252,2024-11-01,634.73,Delivered,37
5556,1450,219,2024-12-29,386.64,Delivered,53
5557,1630,257,2024-02-19,1235.08,Delivered,29
5558,466,163,2024-10-24,1405.97,Delivered,54
5559,886,258,2024-02-17,135.21,Delivered,62
5560,422,263,2024-11-18,522.14,Cancelled,
5561,747,290,2024-12-24,598.32,Pending,
5562,1469,206,2024-09-28,832.89,Delivered,68
5563,1910,222,2024-01-28,1427.24,Delivered,22
5564,751,247,2024-09-12,949.81,Delivered,44
5565,896,157,2024-09-08,1364.23,Delivered,28
5566,440,131,2024-11-11,420.76,Delivered,31
5567,1141,111,2024-08-12,119.29,Cancelled,
5568,424,276,2024-11-19,1124.57,Pending,
5569,448,202,2024-06-07,743.76,Cancelled,
5570,524,102,2024-04-23,663.77,Delivered,70
5571,1562,191,2024-01-02,1041.09,Cancelled,
5572,774,284,2024-12-24,1489.46,Delivered,22
5573,1773,147,2024-11-26,854.27,Delivered,52
5574,1698,155,2024-09-14,681.47,Pending,
5575,338,224,2024-05-13,1167.58,Delivered,42
5576,536,282,2024-11-02,388.39,Delivered,34
5577,1479,300,2024-10-27,1497.62,Delivered,51
5578,341,270,2024-07-24,661.24,Delivered,17
5579,1818,170,2024-04-28,232.3,Delivered,31
5580,1339,168,2024-11-21,829.47,Delivered,52
5581,1799,244,2024-12-31,829.2,Delivered,70
5582,1635,211,2024-03-19,1453.62,Delivered,0
5583,60,200,2024-08-27,880.26,Delivered,45
5584,1551,282,2024-12-05,1094.45,Delivered,65
5585,771,165,2024-09-27,232.79,Delivered,61
5586,693,249,2024-11-23,1133.36,Pending,
5587,1652,261,2024-10-20,1404.87,Delivered,19
5588,1276,164,2024-04-11,1389.95,Delivered,63
5589,1748,205,2024-12-14,651.43,Cancelled,
5590,364,226,2024-08-06,827.53,Cancelled,
5591,1000,194,2024-07-03,1203.64,Delivered,19
5592,428,299,2024-12-01,459.57,Delivered,52
5593,709,157,2024-10-11,132.88,Pending,
5594,1337,240,2024-04-01,705.29,Cancelled,
5595,1751,134,2024-12-08,949.7,Cancelled,
5596,1740,204,2024-12-25,138.6,Delivered,19
5597,168,158,2024-06-20,531.13,Delivered,34
5598,580,147,2024-07-30,1460.55,Cancelled,
5599,1267,141,2024-05-13,1489.95,Delivered,20
5600,6,286,2024-07-20,236.15,Delivered,64
5601,1678,165,2024-12-26,947.84,Delivered,68
5602,1288,269,2024-02-15,579.68,Cancelled,
5603,460,236,2024-01-14,633.99,Delivered,44
5604,1365,160,2024-04-02,1468.93,Delivered,22
5605,93,147,2024-08-22,353.69,Delivered,29
5606,1382,145,2024-12-02,1217.81,Cancelled,
5607,325,169,2024-11-13,1477.85,Delivered,57
5608,1730,293,2024-07-04,1381.01,Cancelled,
5609,1266,151,2024-12-26,784.45,Delivered,22
5610,237,275,2024-12-13,966.01,Cancelled,
5611,1385,228,2024-12-21,356.04,Delivered,15
5612,1674,251,2024-06-23,668.82,Pending,
5613,1409,238,2024-12-17,870.42,Delivered,17
5614,1901,294,2024-12-10,946.93,Delivered,37
5615,1026,197,2024-09-02,1306.79,Delivered,68
5616,436,279,2024-07-29,483.33,Cancelled,
5617,105,144,2024-03-17,786.0,Cancelled,
5618,1348,209,2024-06-28,932.34,Delivered,62
5619,686,233,2024-07-17,639.02,Delivered,67
5620,1195,263,2024-11-28,1142.41,Delivered,37
5621,1725,261,2024-05-02,485.11,Cancelled,
5622,1858,165,2024-11-27,150.51,Delivered,31
5623,49,299,2024-08-14,793.22,Delivered,50
5624,1485,170,2024-09-25,955.6,Delivered,29
5625,1315,260,2024-12-26,137.78,Cancelled,
5626,1649,190,2024-12-25,1418.59,Cancelled,
5627,1076,102,2024-09-29,402.28,Pending,
5628,762,204,2024-04-05,1110.26,Delivered,30
5629,834,254,2024-09-25,160.06,Delivered,66
5630,1600,108,2024-08-22,392.64,Delivered,20
5631,721,101,2024-07-16,405.79,Delivered,68
5632,61,181,2024-12-21,1133.33,Delivered,41
5633,740,233,2024-12-04,732.74,Delivered,28
5634,414,175,2024-08-27,493.59,Delivered,32
5635,1417,201,2024-01-20,446.7,Delivered,46
5636,403,247,2024-05-15,256.04,Delivered,65
5637,110,282,2024-10-21,497.15,Delivered,18
5638,1797,123,2024-12-10,784.93,Delivered,45
5639,1647,237,2024-12-25,934.85,Delivered,40
5640,,233,2024-12-26,746.08,Cancelled,
5641,415,233,2024-11-15,1308.26,Delivered,42
5642,179,168,2024-12-26,550.0,Delivered,32
5643,1446,222,2024-04-17,1297.02,Delivered,66
5644,1867,189,2024-11-24,1060.76,Delivered,17
